temps_id,date,annee,mois,jour
8971,2034-07-24,2034,7,24
9085,2034-11-15,2034,11,15
9107,2034-12-07,2034,12,7
9135,2035-01-04,2035,1,4
9203,2035-03-13,2035,3,13
9343,2035-07-31,2035,7,31
9354,2035-08-11,2035,8,11
9398,2035-09-24,2035,9,24
9457,2035-11-22,2035,11,22
137,2010-05-17,2010,5,17
145,2010-05-25,2010,5,25
168,2010-06-17,2010,6,17
200,2010-07-19,2010,7,19
228,2010-08-16,2010,8,16
252,2010-09-09,2010,9,9
265,2010-09-22,2010,9,22
317,2010-11-13,2010,11,13
380,2011-01-15,2011,1,15
462,2011-04-07,2011,4,7
499,2011-05-14,2011,5,14
561,2011-07-15,2011,7,15
565,2011-07-19,2011,7,19
569,2011-07-23,2011,7,23
612,2011-09-04,2011,9,4
673,2011-11-04,2011,11,4
679,2011-11-10,2011,11,10
725,2011-12-26,2011,12,26
785,2012-02-24,2012,2,24
821,2012-03-31,2012,3,31
832,2012-04-11,2012,4,11
886,2012-06-04,2012,6,4
911,2012-06-29,2012,6,29
945,2012-08-02,2012,8,2
1006,2012-10-02,2012,10,2
1008,2012-10-04,2012,10,4
1208,2013-04-22,2013,4,22
1244,2013-05-28,2013,5,28
1270,2013-06-23,2013,6,23
1271,2013-06-24,2013,6,24
1324,2013-08-16,2013,8,16
1470,2014-01-09,2014,1,9
1529,2014-03-09,2014,3,9
1570,2014-04-19,2014,4,19
1581,2014-04-30,2014,4,30
1655,2014-07-13,2014,7,13
1680,2014-08-07,2014,8,7
1768,2014-11-03,2014,11,3
1850,2015-01-24,2015,1,24
1887,2015-03-02,2015,3,2
1906,2015-03-21,2015,3,21
1973,2015-05-27,2015,5,27
2004,2015-06-27,2015,6,27
2037,2015-07-30,2015,7,30
2058,2015-08-20,2015,8,20
2088,2015-09-19,2015,9,19
2140,2015-11-10,2015,11,10
2158,2015-11-28,2015,11,28
2206,2016-01-15,2016,1,15
2230,2016-02-08,2016,2,8
2288,2016-04-06,2016,4,6
2322,2016-05-10,2016,5,10
2338,2016-05-26,2016,5,26
2340,2016-05-28,2016,5,28
2392,2016-07-19,2016,7,19
2457,2016-09-22,2016,9,22
2481,2016-10-16,2016,10,16
2597,2017-02-09,2017,2,9
2659,2017-04-12,2017,4,12
2677,2017-04-30,2017,4,30
2735,2017-06-27,2017,6,27
2845,2017-10-15,2017,10,15
2915,2017-12-24,2017,12,24
2921,2017-12-30,2017,12,30
2973,2018-02-20,2018,2,20
3099,2018-06-26,2018,6,26
3123,2018-07-20,2018,7,20
3131,2018-07-28,2018,7,28
3203,2018-10-08,2018,10,8
3226,2018-10-31,2018,10,31
3413,2019-05-06,2019,5,6
3419,2019-05-12,2019,5,12
3517,2019-08-18,2019,8,18
3566,2019-10-06,2019,10,6
3580,2019-10-20,2019,10,20
3619,2019-11-28,2019,11,28
3625,2019-12-04,2019,12,4
3706,2020-02-23,2020,2,23
3759,2020-04-16,2020,4,16
3816,2020-06-12,2020,6,12
3912,2020-09-16,2020,9,16
3922,2020-09-26,2020,9,26
3977,2020-11-20,2020,11,20
4024,2021-01-06,2021,1,6
4046,2021-01-28,2021,1,28
4152,2021-05-14,2021,5,14
4157,2021-05-19,2021,5,19
4272,2021-09-11,2021,9,11
4327,2021-11-05,2021,11,5
4330,2021-11-08,2021,11,8
4469,2022-03-27,2022,3,27
4480,2022-04-07,2022,4,7
4536,2022-06-02,2022,6,2
4560,2022-06-26,2022,6,26
4571,2022-07-07,2022,7,7
4593,2022-07-29,2022,7,29
4607,2022-08-12,2022,8,12
4631,2022-09-05,2022,9,5
4701,2022-11-14,2022,11,14
4706,2022-11-19,2022,11,19
4720,2022-12-03,2022,12,3
4847,2023-04-09,2023,4,9
4895,2023-05-27,2023,5,27
4936,2023-07-07,2023,7,7
4949,2023-07-20,2023,7,20
5094,2023-12-12,2023,12,12
5203,2024-03-30,2024,3,30
5217,2024-04-13,2024,4,13
5251,2024-05-17,2024,5,17
5284,2024-06-19,2024,6,19
5319,2024-07-24,2024,7,24
5332,2024-08-06,2024,8,6
5374,2024-09-17,2024,9,17
5427,2024-11-09,2024,11,9
5445,2024-11-27,2024,11,27
5507,2025-01-28,2025,1,28
5540,2025-03-02,2025,3,2
5558,2025-03-20,2025,3,20
5620,2025-05-21,2025,5,21
5730,2025-09-08,2025,9,8
5794,2025-11-11,2025,11,11
5823,2025-12-10,2025,12,10
5835,2025-12-22,2025,12,22
5848,2026-01-04,2026,1,4
5862,2026-01-18,2026,1,18
5942,2026-04-08,2026,4,8
5954,2026-04-20,2026,4,20
5995,2026-05-31,2026,5,31
6068,2026-08-12,2026,8,12
6074,2026-08-18,2026,8,18
6307,2027-04-08,2027,4,8
6323,2027-04-24,2027,4,24
6359,2027-05-30,2027,5,30
6373,2027-06-13,2027,6,13
6381,2027-06-21,2027,6,21
6393,2027-07-03,2027,7,3
6514,2027-11-01,2027,11,1
6516,2027-11-03,2027,11,3
6556,2027-12-13,2027,12,13
6583,2028-01-09,2028,1,9
6660,2028-03-26,2028,3,26
6740,2028-06-14,2028,6,14
6790,2028-08-03,2028,8,3
6795,2028-08-08,2028,8,8
6911,2028-12-02,2028,12,2
6985,2029-02-14,2029,2,14
7087,2029-05-27,2029,5,27
7212,2029-09-29,2029,9,29
7344,2030-02-08,2030,2,8
7400,2030-04-05,2030,4,5
7443,2030-05-18,2030,5,18
7456,2030-05-31,2030,5,31
7459,2030-06-03,2030,6,3
7488,2030-07-02,2030,7,2
7563,2030-09-15,2030,9,15
7642,2030-12-03,2030,12,3
7675,2031-01-05,2031,1,5
7709,2031-02-08,2031,2,8
7757,2031-03-28,2031,3,28
7953,2031-10-10,2031,10,10
7974,2031-10-31,2031,10,31
7988,2031-11-14,2031,11,14
7996,2031-11-22,2031,11,22
8016,2031-12-12,2031,12,12
8055,2032-01-20,2032,1,20
8072,2032-02-06,2032,2,6
8112,2032-03-17,2032,3,17
8157,2032-05-01,2032,5,1
8247,2032-07-30,2032,7,30
8318,2032-10-09,2032,10,9
8327,2032-10-18,2032,10,18
8389,2032-12-19,2032,12,19
8446,2033-02-14,2033,2,14
8482,2033-03-22,2033,3,22
8620,2033-08-07,2033,8,7
8648,2033-09-04,2033,9,4
8692,2033-10-18,2033,10,18
8712,2033-11-07,2033,11,7
8751,2033-12-16,2033,12,16
8776,2034-01-10,2034,1,10
8835,2034-03-10,2034,3,10
8887,2034-05-01,2034,5,1
9002,2034-08-24,2034,8,24
9019,2034-09-10,2034,9,10
9031,2034-09-22,2034,9,22
9050,2034-10-11,2034,10,11
9066,2034-10-27,2034,10,27
9086,2034-11-16,2034,11,16
9116,2034-12-16,2034,12,16
9152,2035-01-21,2035,1,21
9157,2035-01-26,2035,1,26
9158,2035-01-27,2035,1,27
9167,2035-02-05,2035,2,5
9237,2035-04-16,2035,4,16
9269,2035-05-18,2035,5,18
9271,2035-05-20,2035,5,20
9278,2035-05-27,2035,5,27
9306,2035-06-24,2035,6,24
9320,2035-07-08,2035,7,8
9331,2035-07-19,2035,7,19
9407,2035-10-03,2035,10,3
9478,2035-12-13,2035,12,13
9493,2035-12-28,2035,12,28
55,2010-02-24,2010,2,24
208,2010-07-27,2010,7,27
233,2010-08-21,2010,8,21
242,2010-08-30,2010,8,30
257,2010-09-14,2010,9,14
259,2010-09-16,2010,9,16
267,2010-09-24,2010,9,24
434,2011-03-10,2011,3,10
486,2011-05-01,2011,5,1
601,2011-08-24,2011,8,24
726,2011-12-27,2011,12,27
730,2011-12-31,2011,12,31
766,2012-02-05,2012,2,5
825,2012-04-04,2012,4,4
1080,2012-12-15,2012,12,15
1144,2013-02-17,2013,2,17
1247,2013-05-31,2013,5,31
1252,2013-06-05,2013,6,5
1286,2013-07-09,2013,7,9
1491,2014-01-30,2014,1,30
1499,2014-02-07,2014,2,7
1517,2014-02-25,2014,2,25
1685,2014-08-12,2014,8,12
1693,2014-08-20,2014,8,20
1737,2014-10-03,2014,10,3
1764,2014-10-30,2014,10,30
1777,2014-11-12,2014,11,12
1788,2014-11-23,2014,11,23
1789,2014-11-24,2014,11,24
1812,2014-12-17,2014,12,17
1895,2015-03-10,2015,3,10
1917,2015-04-01,2015,4,1
1980,2015-06-03,2015,6,3
1982,2015-06-05,2015,6,5
1994,2015-06-17,2015,6,17
2043,2015-08-05,2015,8,5
2281,2016-03-30,2016,3,30
2385,2016-07-12,2016,7,12
2469,2016-10-04,2016,10,4
2484,2016-10-19,2016,10,19
2506,2016-11-10,2016,11,10
2537,2016-12-11,2016,12,11
2588,2017-01-31,2017,1,31
2617,2017-03-01,2017,3,1
2664,2017-04-17,2017,4,17
2694,2017-05-17,2017,5,17
2709,2017-06-01,2017,6,1
2726,2017-06-18,2017,6,18
2816,2017-09-16,2017,9,16
2829,2017-09-29,2017,9,29
2870,2017-11-09,2017,11,9
2913,2017-12-22,2017,12,22
2949,2018-01-27,2018,1,27
2972,2018-02-19,2018,2,19
2981,2018-02-28,2018,2,28
2995,2018-03-14,2018,3,14
3039,2018-04-27,2018,4,27
3083,2018-06-10,2018,6,10
3114,2018-07-11,2018,7,11
3270,2018-12-14,2018,12,14
3357,2019-03-11,2019,3,11
3408,2019-05-01,2019,5,1
3444,2019-06-06,2019,6,6
3519,2019-08-20,2019,8,20
3521,2019-08-22,2019,8,22
3691,2020-02-08,2020,2,8
3738,2020-03-26,2020,3,26
3771,2020-04-28,2020,4,28
3785,2020-05-12,2020,5,12
3834,2020-06-30,2020,6,30
3917,2020-09-21,2020,9,21
3925,2020-09-29,2020,9,29
3935,2020-10-09,2020,10,9
4065,2021-02-16,2021,2,16
4087,2021-03-10,2021,3,10
4093,2021-03-16,2021,3,16
4130,2021-04-22,2021,4,22
4151,2021-05-13,2021,5,13
4210,2021-07-11,2021,7,11
4230,2021-07-31,2021,7,31
4279,2021-09-18,2021,9,18
4280,2021-09-19,2021,9,19
4389,2022-01-06,2022,1,6
4406,2022-01-23,2022,1,23
4408,2022-01-25,2022,1,25
4418,2022-02-04,2022,2,4
4494,2022-04-21,2022,4,21
4522,2022-05-19,2022,5,19
4548,2022-06-14,2022,6,14
4601,2022-08-06,2022,8,6
4687,2022-10-31,2022,10,31
4704,2022-11-17,2022,11,17
4705,2022-11-18,2022,11,18
4744,2022-12-27,2022,12,27
4782,2023-02-03,2023,2,3
4785,2023-02-06,2023,2,6
4822,2023-03-15,2023,3,15
4868,2023-04-30,2023,4,30
4886,2023-05-18,2023,5,18
5008,2023-09-17,2023,9,17
5023,2023-10-02,2023,10,2
5059,2023-11-07,2023,11,7
5060,2023-11-08,2023,11,8
5065,2023-11-13,2023,11,13
5075,2023-11-23,2023,11,23
5096,2023-12-14,2023,12,14
5104,2023-12-22,2023,12,22
5156,2024-02-12,2024,2,12
5192,2024-03-19,2024,3,19
5280,2024-06-15,2024,6,15
5466,2024-12-18,2024,12,18
5549,2025-03-11,2025,3,11
5618,2025-05-19,2025,5,19
5666,2025-07-06,2025,7,6
5725,2025-09-03,2025,9,3
5766,2025-10-14,2025,10,14
5803,2025-11-20,2025,11,20
5850,2026-01-06,2026,1,6
5864,2026-01-20,2026,1,20
5867,2026-01-23,2026,1,23
5883,2026-02-08,2026,2,8
5900,2026-02-25,2026,2,25
5924,2026-03-21,2026,3,21
6097,2026-09-10,2026,9,10
6148,2026-10-31,2026,10,31
6152,2026-11-04,2026,11,4
6233,2027-01-24,2027,1,24
6246,2027-02-06,2027,2,6
6317,2027-04-18,2027,4,18
6478,2027-09-26,2027,9,26
6487,2027-10-05,2027,10,5
6518,2027-11-05,2027,11,5
6584,2028-01-10,2028,1,10
6605,2028-01-31,2028,1,31
6617,2028-02-12,2028,2,12
6629,2028-02-24,2028,2,24
6639,2028-03-05,2028,3,5
6663,2028-03-29,2028,3,29
6699,2028-05-04,2028,5,4
6801,2028-08-14,2028,8,14
6883,2028-11-04,2028,11,4
6908,2028-11-29,2028,11,29
6928,2028-12-19,2028,12,19
6934,2028-12-25,2028,12,25
6959,2029-01-19,2029,1,19
6970,2029-01-30,2029,1,30
7000,2029-03-01,2029,3,1
7079,2029-05-19,2029,5,19
7181,2029-08-29,2029,8,29
7232,2029-10-19,2029,10,19
7236,2029-10-23,2029,10,23
7393,2030-03-29,2030,3,29
7406,2030-04-11,2030,4,11
7407,2030-04-12,2030,4,12
7482,2030-06-26,2030,6,26
7511,2030-07-25,2030,7,25
7544,2030-08-27,2030,8,27
7576,2030-09-28,2030,9,28
7638,2030-11-29,2030,11,29
7717,2031-02-16,2031,2,16
7741,2031-03-12,2031,3,12
7751,2031-03-22,2031,3,22
7778,2031-04-18,2031,4,18
7873,2031-07-22,2031,7,22
7874,2031-07-23,2031,7,23
7936,2031-09-23,2031,9,23
8005,2031-12-01,2031,12,1
8010,2031-12-06,2031,12,6
8071,2032-02-05,2032,2,5
8130,2032-04-04,2032,4,4
8135,2032-04-09,2032,4,9
8168,2032-05-12,2032,5,12
8215,2032-06-28,2032,6,28
8235,2032-07-18,2032,7,18
8282,2032-09-03,2032,9,3
8345,2032-11-05,2032,11,5
8427,2033-01-26,2033,1,26
8442,2033-02-10,2033,2,10
8444,2033-02-12,2033,2,12
8451,2033-02-19,2033,2,19
8468,2033-03-08,2033,3,8
8529,2033-05-08,2033,5,8
8588,2033-07-06,2033,7,6
8659,2033-09-15,2033,9,15
8701,2033-10-27,2033,10,27
8722,2033-11-17,2033,11,17
8863,2034-04-07,2034,4,7
8946,2034-06-29,2034,6,29
8953,2034-07-06,2034,7,6
8965,2034-07-18,2034,7,18
8995,2034-08-17,2034,8,17
9018,2034-09-09,2034,9,9
9027,2034-09-18,2034,9,18
9062,2034-10-23,2034,10,23
9078,2034-11-08,2034,11,8
9093,2034-11-23,2034,11,23
9186,2035-02-24,2035,2,24
9227,2035-04-06,2035,4,6
21,2010-01-21,2010,1,21
64,2010-03-05,2010,3,5
89,2010-03-30,2010,3,30
107,2010-04-17,2010,4,17
167,2010-06-16,2010,6,16
248,2010-09-05,2010,9,5
363,2010-12-29,2010,12,29
375,2011-01-10,2011,1,10
409,2011-02-13,2011,2,13
478,2011-04-23,2011,4,23
523,2011-06-07,2011,6,7
598,2011-08-21,2011,8,21
808,2012-03-18,2012,3,18
854,2012-05-03,2012,5,3
862,2012-05-11,2012,5,11
863,2012-05-12,2012,5,12
932,2012-07-20,2012,7,20
934,2012-07-22,2012,7,22
955,2012-08-12,2012,8,12
1048,2012-11-13,2012,11,13
1093,2012-12-28,2012,12,28
1164,2013-03-09,2013,3,9
1199,2013-04-13,2013,4,13
1279,2013-07-02,2013,7,2
1288,2013-07-11,2013,7,11
1392,2013-10-23,2013,10,23
1408,2013-11-08,2013,11,8
1523,2014-03-03,2014,3,3
1527,2014-03-07,2014,3,7
1537,2014-03-17,2014,3,17
1541,2014-03-21,2014,3,21
1621,2014-06-09,2014,6,9
1645,2014-07-03,2014,7,3
1727,2014-09-23,2014,9,23
1840,2015-01-14,2015,1,14
1857,2015-01-31,2015,1,31
1880,2015-02-23,2015,2,23
1910,2015-03-25,2015,3,25
2047,2015-08-09,2015,8,9
2150,2015-11-20,2015,11,20
2196,2016-01-05,2016,1,5
2218,2016-01-27,2016,1,27
2254,2016-03-03,2016,3,3
2272,2016-03-21,2016,3,21
2362,2016-06-19,2016,6,19
2412,2016-08-08,2016,8,8
2529,2016-12-03,2016,12,3
2665,2017-04-18,2017,4,18
2696,2017-05-19,2017,5,19
2826,2017-09-26,2017,9,26
2857,2017-10-27,2017,10,27
2951,2018-01-29,2018,1,29
2957,2018-02-04,2018,2,4
2970,2018-02-17,2018,2,17
2978,2018-02-25,2018,2,25
2988,2018-03-07,2018,3,7
3112,2018-07-09,2018,7,9
3199,2018-10-04,2018,10,4
3201,2018-10-06,2018,10,6
3302,2019-01-15,2019,1,15
3351,2019-03-05,2019,3,5
3359,2019-03-13,2019,3,13
3366,2019-03-20,2019,3,20
3396,2019-04-19,2019,4,19
3488,2019-07-20,2019,7,20
3504,2019-08-05,2019,8,5
3515,2019-08-16,2019,8,16
3538,2019-09-08,2019,9,8
3553,2019-09-23,2019,9,23
3558,2019-09-28,2019,9,28
3559,2019-09-29,2019,9,29
3609,2019-11-18,2019,11,18
3630,2019-12-09,2019,12,9
3663,2020-01-11,2020,1,11
3673,2020-01-21,2020,1,21
3822,2020-06-18,2020,6,18
3824,2020-06-20,2020,6,20
3856,2020-07-22,2020,7,22
3903,2020-09-07,2020,9,7
3930,2020-10-04,2020,10,4
3954,2020-10-28,2020,10,28
3962,2020-11-05,2020,11,5
4005,2020-12-18,2020,12,18
4048,2021-01-30,2021,1,30
4115,2021-04-07,2021,4,7
4160,2021-05-22,2021,5,22
4188,2021-06-19,2021,6,19
4260,2021-08-30,2021,8,30
4266,2021-09-05,2021,9,5
4269,2021-09-08,2021,9,8
4316,2021-10-25,2021,10,25
4335,2021-11-13,2021,11,13
4414,2022-01-31,2022,1,31
4430,2022-02-16,2022,2,16
4468,2022-03-26,2022,3,26
4484,2022-04-11,2022,4,11
4485,2022-04-12,2022,4,12
4543,2022-06-09,2022,6,9
4592,2022-07-28,2022,7,28
4604,2022-08-09,2022,8,9
4733,2022-12-16,2022,12,16
4759,2023-01-11,2023,1,11
4799,2023-02-20,2023,2,20
5006,2023-09-15,2023,9,15
5132,2024-01-19,2024,1,19
5183,2024-03-10,2024,3,10
5206,2024-04-02,2024,4,2
5225,2024-04-21,2024,4,21
5327,2024-08-01,2024,8,1
5340,2024-08-14,2024,8,14
5353,2024-08-27,2024,8,27
5420,2024-11-02,2024,11,2
5434,2024-11-16,2024,11,16
5452,2024-12-04,2024,12,4
5488,2025-01-09,2025,1,9
5504,2025-01-25,2025,1,25
5537,2025-02-27,2025,2,27
5568,2025-03-30,2025,3,30
5612,2025-05-13,2025,5,13
5693,2025-08-02,2025,8,2
5754,2025-10-02,2025,10,2
5764,2025-10-12,2025,10,12
5812,2025-11-29,2025,11,29
5831,2025-12-18,2025,12,18
5856,2026-01-12,2026,1,12
5963,2026-04-29,2026,4,29
5981,2026-05-17,2026,5,17
6035,2026-07-10,2026,7,10
6045,2026-07-20,2026,7,20
6049,2026-07-24,2026,7,24
6055,2026-07-30,2026,7,30
6067,2026-08-11,2026,8,11
6101,2026-09-14,2026,9,14
6145,2026-10-28,2026,10,28
6223,2027-01-14,2027,1,14
6234,2027-01-25,2027,1,25
6261,2027-02-21,2027,2,21
6268,2027-02-28,2027,2,28
6339,2027-05-10,2027,5,10
6412,2027-07-22,2027,7,22
6465,2027-09-13,2027,9,13
6543,2027-11-30,2027,11,30
6594,2028-01-20,2028,1,20
6603,2028-01-29,2028,1,29
6669,2028-04-04,2028,4,4
6708,2028-05-13,2028,5,13
6731,2028-06-05,2028,6,5
6745,2028-06-19,2028,6,19
6822,2028-09-04,2028,9,4
6896,2028-11-17,2028,11,17
7028,2029-03-29,2029,3,29
7073,2029-05-13,2029,5,13
7088,2029-05-28,2029,5,28
7124,2029-07-03,2029,7,3
7174,2029-08-22,2029,8,22
7223,2029-10-10,2029,10,10
7228,2029-10-15,2029,10,15
7275,2029-12-01,2029,12,1
7328,2030-01-23,2030,1,23
7361,2030-02-25,2030,2,25
7371,2030-03-07,2030,3,7
7385,2030-03-21,2030,3,21
7446,2030-05-21,2030,5,21
7467,2030-06-11,2030,6,11
7498,2030-07-12,2030,7,12
7558,2030-09-10,2030,9,10
7624,2030-11-15,2030,11,15
7682,2031-01-12,2031,1,12
7692,2031-01-22,2031,1,22
7707,2031-02-06,2031,2,6
7726,2031-02-25,2031,2,25
7730,2031-03-01,2031,3,1
7809,2031-05-19,2031,5,19
7858,2031-07-07,2031,7,7
7878,2031-07-27,2031,7,27
7910,2031-08-28,2031,8,28
8004,2031-11-30,2031,11,30
8060,2032-01-25,2032,1,25
8141,2032-04-15,2032,4,15
8146,2032-04-20,2032,4,20
8159,2032-05-03,2032,5,3
8169,2032-05-13,2032,5,13
8230,2032-07-13,2032,7,13
8249,2032-08-01,2032,8,1
8311,2032-10-02,2032,10,2
8348,2032-11-08,2032,11,8
8354,2032-11-14,2032,11,14
8516,2033-04-25,2033,4,25
8553,2033-06-01,2033,6,1
8639,2033-08-26,2033,8,26
8680,2033-10-06,2033,10,6
8718,2033-11-13,2033,11,13
8731,2033-11-26,2033,11,26
8735,2033-11-30,2033,11,30
8804,2034-02-07,2034,2,7
8806,2034-02-09,2034,2,9
9102,2034-12-02,2034,12,2
9160,2035-01-29,2035,1,29
9241,2035-04-20,2035,4,20
9292,2035-06-10,2035,6,10
9296,2035-06-14,2035,6,14
9342,2035-07-30,2035,7,30
9355,2035-08-12,2035,8,12
9434,2035-10-30,2035,10,30
147,2010-05-27,2010,5,27
150,2010-05-30,2010,5,30
279,2010-10-06,2010,10,6
338,2010-12-04,2010,12,4
398,2011-02-02,2011,2,2
408,2011-02-12,2011,2,12
421,2011-02-25,2011,2,25
428,2011-03-04,2011,3,4
480,2011-04-25,2011,4,25
502,2011-05-17,2011,5,17
531,2011-06-15,2011,6,15
582,2011-08-05,2011,8,5
608,2011-08-31,2011,8,31
638,2011-09-30,2011,9,30
659,2011-10-21,2011,10,21
667,2011-10-29,2011,10,29
745,2012-01-15,2012,1,15
870,2012-05-19,2012,5,19
912,2012-06-30,2012,6,30
926,2012-07-14,2012,7,14
968,2012-08-25,2012,8,25
1002,2012-09-28,2012,9,28
1009,2012-10-05,2012,10,5
1021,2012-10-17,2012,10,17
1029,2012-10-25,2012,10,25
1055,2012-11-20,2012,11,20
1096,2012-12-31,2012,12,31
1189,2013-04-03,2013,4,3
1363,2013-09-24,2013,9,24
1368,2013-09-29,2013,9,29
1385,2013-10-16,2013,10,16
1407,2013-11-07,2013,11,7
1453,2013-12-23,2013,12,23
1663,2014-07-21,2014,7,21
1667,2014-07-25,2014,7,25
1696,2014-08-23,2014,8,23
1754,2014-10-20,2014,10,20
1775,2014-11-10,2014,11,10
1787,2014-11-22,2014,11,22
1816,2014-12-21,2014,12,21
1872,2015-02-15,2015,2,15
2086,2015-09-17,2015,9,17
2096,2015-09-27,2015,9,27
2108,2015-10-09,2015,10,9
2129,2015-10-30,2015,10,30
2207,2016-01-16,2016,1,16
2212,2016-01-21,2016,1,21
2234,2016-02-12,2016,2,12
2310,2016-04-28,2016,4,28
2313,2016-05-01,2016,5,1
2346,2016-06-03,2016,6,3
2355,2016-06-12,2016,6,12
2518,2016-11-22,2016,11,22
2534,2016-12-08,2016,12,8
2612,2017-02-24,2017,2,24
2641,2017-03-25,2017,3,25
2645,2017-03-29,2017,3,29
2806,2017-09-06,2017,9,6
2840,2017-10-10,2017,10,10
2841,2017-10-11,2017,10,11
2860,2017-10-30,2017,10,30
2872,2017-11-11,2017,11,11
2890,2017-11-29,2017,11,29
3041,2018-04-29,2018,4,29
3088,2018-06-15,2018,6,15
3137,2018-08-03,2018,8,3
3192,2018-09-27,2018,9,27
3221,2018-10-26,2018,10,26
3345,2019-02-27,2019,2,27
3395,2019-04-18,2019,4,18
3401,2019-04-24,2019,4,24
3416,2019-05-09,2019,5,9
3477,2019-07-09,2019,7,9
3507,2019-08-08,2019,8,8
3893,2020-08-28,2020,8,28
3909,2020-09-13,2020,9,13
3932,2020-10-06,2020,10,6
3949,2020-10-23,2020,10,23
3957,2020-10-31,2020,10,31
4104,2021-03-27,2021,3,27
4106,2021-03-29,2021,3,29
4145,2021-05-07,2021,5,7
4166,2021-05-28,2021,5,28
4277,2021-09-16,2021,9,16
4295,2021-10-04,2021,10,4
4304,2021-10-13,2021,10,13
4305,2021-10-14,2021,10,14
4367,2021-12-15,2021,12,15
4412,2022-01-29,2022,1,29
4420,2022-02-06,2022,2,6
4442,2022-02-28,2022,2,28
4492,2022-04-19,2022,4,19
4493,2022-04-20,2022,4,20
4541,2022-06-07,2022,6,7
4650,2022-09-24,2022,9,24
4681,2022-10-25,2022,10,25
4777,2023-01-29,2023,1,29
4850,2023-04-12,2023,4,12
4854,2023-04-16,2023,4,16
4875,2023-05-07,2023,5,7
4929,2023-06-30,2023,6,30
4947,2023-07-18,2023,7,18
4973,2023-08-13,2023,8,13
5246,2024-05-12,2024,5,12
5303,2024-07-08,2024,7,8
5402,2024-10-15,2024,10,15
5430,2024-11-12,2024,11,12
5463,2024-12-15,2024,12,15
5523,2025-02-13,2025,2,13
5530,2025-02-20,2025,2,20
5541,2025-03-03,2025,3,3
5545,2025-03-07,2025,3,7
5577,2025-04-08,2025,4,8
5609,2025-05-10,2025,5,10
5701,2025-08-10,2025,8,10
5710,2025-08-19,2025,8,19
5752,2025-09-30,2025,9,30
5790,2025-11-07,2025,11,7
5795,2025-11-12,2025,11,12
5829,2025-12-16,2025,12,16
5836,2025-12-23,2025,12,23
5882,2026-02-07,2026,2,7
5890,2026-02-15,2026,2,15
5905,2026-03-02,2026,3,2
5949,2026-04-15,2026,4,15
5977,2026-05-13,2026,5,13
6041,2026-07-16,2026,7,16
6080,2026-08-24,2026,8,24
6198,2026-12-20,2026,12,20
6202,2026-12-24,2026,12,24
6208,2026-12-30,2026,12,30
6266,2027-02-26,2027,2,26
6314,2027-04-15,2027,4,15
6356,2027-05-27,2027,5,27
6358,2027-05-29,2027,5,29
6446,2027-08-25,2027,8,25
6489,2027-10-07,2027,10,7
6581,2028-01-07,2028,1,7
6586,2028-01-12,2028,1,12
6661,2028-03-27,2028,3,27
6869,2028-10-21,2028,10,21
6894,2028-11-15,2028,11,15
6932,2028-12-23,2028,12,23
6965,2029-01-25,2029,1,25
7072,2029-05-12,2029,5,12
7213,2029-09-30,2029,9,30
7222,2029-10-09,2029,10,9
7240,2029-10-27,2029,10,27
7283,2029-12-09,2029,12,9
7366,2030-03-02,2030,3,2
7383,2030-03-19,2030,3,19
7415,2030-04-20,2030,4,20
7421,2030-04-26,2030,4,26
7501,2030-07-15,2030,7,15
7502,2030-07-16,2030,7,16
7514,2030-07-28,2030,7,28
7562,2030-09-14,2030,9,14
7626,2030-11-17,2030,11,17
7732,2031-03-03,2031,3,3
7743,2031-03-14,2031,3,14
7772,2031-04-12,2031,4,12
7779,2031-04-19,2031,4,19
7813,2031-05-23,2031,5,23
7890,2031-08-08,2031,8,8
7926,2031-09-13,2031,9,13
7928,2031-09-15,2031,9,15
7981,2031-11-07,2031,11,7
8008,2031-12-04,2031,12,4
8069,2032-02-03,2032,2,3
8087,2032-02-21,2032,2,21
8350,2032-11-10,2032,11,10
8394,2032-12-24,2032,12,24
8398,2032-12-28,2032,12,28
8432,2033-01-31,2033,1,31
8487,2033-03-27,2033,3,27
8557,2033-06-05,2033,6,5
8683,2033-10-09,2033,10,9
8703,2033-10-29,2033,10,29
8749,2033-12-14,2033,12,14
8755,2033-12-20,2033,12,20
8803,2034-02-06,2034,2,6
8814,2034-02-17,2034,2,17
8839,2034-03-14,2034,3,14
8861,2034-04-05,2034,4,5
8864,2034-04-08,2034,4,8
8885,2034-04-29,2034,4,29
8920,2034-06-03,2034,6,3
8967,2034-07-20,2034,7,20
9150,2035-01-19,2035,1,19
9177,2035-02-15,2035,2,15
9184,2035-02-22,2035,2,22
9315,2035-07-03,2035,7,3
9417,2035-10-13,2035,10,13
9426,2035-10-22,2035,10,22
9489,2035-12-24,2035,12,24
49,2010-02-18,2010,2,18
115,2010-04-25,2010,4,25
184,2010-07-03,2010,7,3
185,2010-07-04,2010,7,4
188,2010-07-07,2010,7,7
226,2010-08-14,2010,8,14
278,2010-10-05,2010,10,5
292,2010-10-19,2010,10,19
299,2010-10-26,2010,10,26
302,2010-10-29,2010,10,29
374,2011-01-09,2011,1,9
399,2011-02-03,2011,2,3
446,2011-03-22,2011,3,22
538,2011-06-22,2011,6,22
543,2011-06-27,2011,6,27
573,2011-07-27,2011,7,27
591,2011-08-14,2011,8,14
605,2011-08-28,2011,8,28
748,2012-01-18,2012,1,18
